source,doc_type,ambito,organismo,asunto,fecha,expediente_id,reclamacion_ref,resolucion_sentido,pdf_url,local_path,download_status,http_status,size_bytes,notes
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución desestimatoria,2023-06,R CTBG 2023-0529,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2023/06-junio/DESESTIMADAS/R%20CTBG%202023-0529%20Resoluci-n_expte.%20R-1031-2022.pdf,pdfs/066_R_CTBG_2023-0529.pdf,ok,200,173218,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 409/2022 - Estimatoria por motivos formales,2022-10,R-0450-2022,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2022/10octubre/ESTIMADAS-POR-MOTIVOS-FORMALES/Resolucion%20409-2022_expte.%20R-0450-2022.pdf,pdfs/067_R-0450-2022.pdf,ok,200,173550,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2023-02,R CTBG 2023-0104,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2023/02_FEBRERO/ESTIMADAS/R%20CTBG%202023-0104%20Resoluci-n_expte.%20R-0621-2022.pdf,pdfs/068_R_CTBG_2023-0104.pdf,ok,200,193016,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2023-02,R CTBG 2023-0088,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2023/02_FEBRERO/ESTIMADAS/R%20CTBG%202023-0088%20Resoluci-n_expte.%20R-0442-2022.pdf,pdfs/069_R_CTBG_2023-0088.pdf,ok,200,206575,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución desestimatoria,2023-03,R CTBG 2023-0218,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2023/03_MARZO/DESESTIMADAS/R%20CTBG%202023-0218%20Resoluci-n_expte.%20R-0312-2022.pdf,pdfs/070_R_CTBG_2023-0218.pdf,ok,200,189799,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2023-05,R CTBG 2023-0319,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2023/05-MAYO/ESTIMADAS/R%20CTBG%202023-0319%20Resoluci-n_expte.%20R-0563-2022.pdf,pdfs/071_R_CTBG_2023-0319.pdf,ok,200,205097,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución estimada,2018-11,RT/0228/2018,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA_2018/11_noviembre_2018/descomprimidas/estimadas/RT_0228_2018.pdf,pdfs/072_RT_0228_2018.pdf,ok,200,160129,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución,2025-03,R CTBG 2025-0362,,na,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2025/03marzo/R%20CTBG%202025-0362%20(Resoluci%C3%B3n%20expte.%202172-2024).pdf,pdfs/073_R_CTBG_2025-0362.pdf,ok,200,174976,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimatoria,2025-10,R CTBG 2025-1235,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/reclamaciones/nuestras-resoluciones/resoluciones-%C3%A1mbito-estatal/2025/10-octubre/ESTIMATORIAS/R%20CTBG%202025-1235%20_Resoluci%C3%B3n%20expte.%201488-2025_.pdf,pdfs/074_R_CTBG_2025-1235.pdf,ok,200,200368,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución estimada,2020-06,RT 0142/2020,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA-2020/06-junio-2020/descomprimidas/estimadas2020/RT_0142_2020.pdf,pdfs/075_RT_0142_2020.pdf,ok,200,692143,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución estimada,2020-06,RT 0833/2019,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA-2020/06-junio-2020/descomprimidas/estimadas2019/RT_0833_2019.pdf,pdfs/076_RT_0833_2019.pdf,ok,200,692332,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución inadmitida,2019-07,R-0490-2019,,inadmision,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age2019/07julio/descomprimidas/INADMITIDAS/R-0490-2019.pdf,pdfs/077_R-0490-2019.pdf,ok,200,131845,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución inadmitida,2019-03,R-0114-2019,,inadmision,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age2019/03marzo/DESCOMPRIMIDAS/inadmitidas/R-0114-2019.pdf,pdfs/078_R-0114-2019.pdf,ok,200,107927,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución inadmitida,2021-03,R-0841-2020,,inadmision,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age-2021/03marzo21/inadmitidas/R-0841-2020.pdf,pdfs/079_R-0841-2020.pdf,ok,200,166271,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución inadmitida,2020-08,R-0363-2020,,inadmision,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age-2020/08agosto/inadmitidas/R-0363-2020.pdf,pdfs/080_R-0363-2020.pdf,ok,200,195630,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución inadmitida,2021-07,R-0190-2021,,inadmision,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age-2021/07julio21/inadmitidas/R-0190-2021.pdf,pdfs/081_R-0190-2021.pdf,ok,200,219887,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución inadmitida,2022-01,R-1022-2021,,inadmision,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/AGE-2022/01enero/INADMITIDAS/R-1022-2021.pdf,pdfs/082_R-1022-2021.pdf,ok,200,171894,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución inadmitida,2018-10,RT_0383_2018,,inadmision,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA_2018/10_octubre_2018/descomprimidas/INADMITIDAS/RT_0383_2018.pdf,pdfs/083_RT_0383_2018.pdf,ok,200,109093,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución inadmitida,2021-08,R-0328-2021,,inadmision,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age-2021/08agosto21/inadmitidas/R-0328-2021.pdf,pdfs/084_R-0328-2021.pdf,ok,200,188647,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución inadmitida,2018-03,RT_0373_2017,,inadmision,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA_2018/03_marzo_2018/Descomprimidas/INADMITIDAS/RT_0373_2017.pdf,pdfs/085_RT_0373_2017.pdf,ok,200,188795,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución inadmitida,2018-10,RT/0163/2018,,inadmision,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA_2018/10_octubre_2018/descomprimidas/INADMITIDAS/RT_0163_2018.pdf,pdfs/086_RT_0163_2018.pdf,ok,200,148353,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución archivada,2019-04,R-0041-2019,,na,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age2019/04abril/descomprimidas/ARCHIVADAS/R-0041-2019.pdf,pdfs/087_R-0041-2019.pdf,ok,200,142310,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución archivada,2021-12,R-1000-2021,,na,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age-2021/12diciembre2021/ARCHIVADAS/R-1000-2021.pdf,pdfs/088_R-1000-2021.pdf,ok,200,186323,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución archivada,2021-12,R-0994-2021,,na,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age-2021/12diciembre2021/ARCHIVADAS/R-0994-2021.pdf,pdfs/089_R-0994-2021.pdf,ok,200,209129,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución archivada,2019-03,RT_0535_2018,,na,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA_2019/03-marzo-2019/descomprimidas/ARCHIVADAS/RT_0535_2018.pdf,pdfs/090_RT_0535_2018.pdf,ok,200,107821,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución archivada,2018-05,RT_0034_2018,,na,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA_2018/05_mayo_2018/Descomprimidas/ARCHIVADAS/RT_0034_2018.pdf,pdfs/091_RT_0034_2018.pdf,ok,200,189004,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución archivada,2019-02,R-0070-2019,,na,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age2019/02febrero/descomprimidas/ARCHIVADA/R-0070-2019.pdf,pdfs/092_R-0070-2019.pdf,ok,200,101505,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución archivada,2021-11,R-0521-2021,,na,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age-2021/11noviembre2021/ARCHIVADAS/R-0521-2021.pdf,pdfs/093_R-0521-2021.pdf,ok,200,164399,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución autonómica archivada,2023-03,RA CTBG 2023-0209,,na,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA-2023/03_MARZO-23/ARCHIVADAS/RA%20CTBG%202023-0209%20Expediente%20382-2023_Censurado.pdf,pdfs/094_RA_CTBG_2023-0209.pdf,ok,200,192643,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución archivada,2021-07,R 0314 2021,,na,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age-2021/07julio21/archivadas/R%200314%202021.pdf,pdfs/095_R_0314_2021.pdf,ok,200,171384,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 613/2021,2021,R-0613-2021,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:684e479c-0ea1-48c6-b2eb-55e64d1cfe9a/R-0613-2021.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 251/2021,2021,R-0251-2021,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:338422c5-f16a-4dba-a589-d67a20fa1adc/R-0251-2021.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 350/2021,2021,R-0350-2021,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:9208ce2d-3e54-4436-aa4f-a020090dab9b/R-0350-2021.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 292/2021,2021,R-0292-2021,,na,https://www.consejodetransparencia.es/dam/jcr:a069c71c-9330-46fa-92ef-81e8d89fb1ba/R-0292-2021.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 312/2021,2021,R-0312-2021,,na,https://www.consejodetransparencia.es/dam/jcr:d27cd829-6763-44e6-8052-4d896bccb6a6/R-0312-2021.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 278/2021 - Estimada por motivos formales,2021-08,R-0278-2021,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age-2021/08agosto21/estimadas-formales/R-0278-2021.pdf,pdfs/101_R-0278-2021.pdf,ok,200,204496,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 057/2021,2021,R-0057-2021,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:cc672d07-b524-46b4-8cf9-2ecba0cc7d28/R-0057-2021.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 965/2021,2021,R-0965-2021,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:17ea0078-3fa2-4bcc-a6ee-291f6dcef8d1/R-0965-2021.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 780/2021,2021,R-0780-2021,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:744bd956-3861-481d-80b3-80ebc75194c7/R-0780-2021.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución estimatoria,2020-11,RT 0385/2020,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA-2020/11-noviembre-20/estimadas/RT_0385_2020.pdf,pdfs/105_RT_0385_2020.pdf,ok,200,649975,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 825/2020,2020,R-0825-2020,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:d43c3601-5ed2-4398-8b0b-1231d196548f/R-0825-2020.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 491/2020,2020,R-0491-2020,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:d27e662d-bf7e-4db3-979f-3d5013d7bc7b/R-0491-2020.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 388/2020,2020,R-0388-2020,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:c10d995c-c2ab-4134-8c79-629d7f031030/R-0388-2020.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 377/2020,2020,R-0377-2020,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:c61a08da-1b3d-4c5e-974e-2e495df7f90b/R-0377-2020.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2020-07,R-0209-2020,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age-2020/07julio/descomprimidas/estimadas/R-0209-2020.pdf,pdfs/110_R-0209-2020.pdf,ok,200,187796,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 293/2020,2020,R-0293-2020,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:4075131c-4c90-485e-841e-465e1b3fd234/R-0293-2020.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución desestimada,2020-11,R-0540-2020,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age-2020/11noviembre/desestimadas/R-0540-2020.pdf,pdfs/112_R-0540-2020.pdf,ok,200,215517,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 822/2020,2020,R-0822-2020,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:75f2edc0-2809-4ec5-bb6d-7584a5d07b72/R-0822-2020.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución RT 0332/2020,2020,RT_0332_2020,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:3b23010f-211c-445e-914f-5c434d05c807/RT_0332_2020.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 825/2019,2019,R-0825-2019,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:41c81ad6-9bce-4ac3-bd57-2185e0468458/R-0825-2019.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución estimatoria,2019-07,RT 0319/2019,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA_2019/07-julio-2019/descomprimidas/ESTIMADAS/RT_0319_2019.pdf,pdfs/116_RT_0319_2019.pdf,ok,200,115948,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución RT/0818/2019,2019,RT/0818/2019,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:0bab4a23-4100-4b0b-bb71-d4c9a8fb3fbf/RT_0818_2019.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución estimatoria,2019-04,RT 0051/2019,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA_2019/04-abril-2019/descomprimidas/ESTIMADAS/RT_0051_2019.pdf,pdfs/118_RT_0051_2019.pdf,ok,200,124111,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 478/2019,2019,R-0478-2019,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:84cec08c-1e72-4b1f-acc3-96d1573d149d/R-0478-2019.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 494/2019,2019,R-0494-2019,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:eb2fe561-8dc9-44d1-af52-48933d2cc357/R-0494-2019.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución RT_0491_2019,2019,RT_0491_2019,,na,https://www.consejodetransparencia.es/ct_Home/en/dam/jcr:67a36441-2415-47dd-ba73-804af2b4462a/RT_0491_2019.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2020-03,R-0881-2019,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age-2020/03marzo/descomprimidas/estimadas/R-0881-2019.pdf,pdfs/122_R-0881-2019.pdf,ok,200,245587,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2020-02,R-0825-2019,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age-2020/02febrero/descomprimidas/ESTIMADAS/R-0825-2019.pdf,pdfs/123_R-0825-2019.pdf,ok,200,239803,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 706/2019,2019,R-0706-2019,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:ef0dfa86-8b8c-4d36-b625-32b0ad8c0c07/R-0706-2019.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución desestimada,2017-09,R-0295-2017,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2017/09_septiembre/desestimadas/R-0295-2017.pdf,pdfs/125_R-0295-2017.pdf,ok,200,5641008,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 486/2017,2017,R-0486-2017,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:1d7df43f-8b5c-403c-9807-10f63b7f23d9/R-0486-2017.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución desestimada,2017-06,R-0152-2017,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2017/06_junio/desestimadas/R-0152-2017.pdf,pdfs/127_R-0152-2017.pdf,ok,200,88771,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2017-04,R-0051-2017,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2017/04_abril_/estimadas/R-0051-2017.pdf,pdfs/128_R-0051-2017.pdf,ok,200,145066,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2017-07,R-0175-2017,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2017/07_julio/estimadas/R-0175-2017.pdf,pdfs/129_R-0175-2017.pdf,ok,200,408609,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2017-06,R-0154-2017,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2017/06_junio/ESTIMADAS/R-0154-2017.pdf,pdfs/130_R-0154-2017.pdf,ok,200,137115,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución desestimada,2017-09,R-0275-2017,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2017/09_septiembre/desestimadas/R-0275-2017.pdf,pdfs/131_R-0275-2017.pdf,ok,200,637533,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2018-01,R-0485-2017,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2018/01_enero/Descomprimidas/ESTIMADAS/R-0485-2017.pdf,pdfs/132_R-0485-2017.pdf,ok,200,141718,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución 545/2017,2017,R-0545-2017,,na,https://www.consejodetransparencia.es/ct_Home/dam/jcr:cd034973-c6a7-40f5-bee7-982b5060a314/R-0545-2017.pdf,,error:HTTPError,,,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2017-07,R-0165-2017,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2017/07_julio/estimadas/R-0165-2017.pdf,pdfs/134_R-0165-2017.pdf,ok,200,92435,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución desestimada,2016-11,R-0364-2016,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2016/11_noviembre/desestimadas/R-0364-2016.pdf,pdfs/135_R-0364-2016.pdf,ok,200,118497,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución inadmitida,2016-10,R-0412-2016,,inadmision,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2016/10_octubre/inadmitidas/R-0412-2016.pdf,pdfs/136_R-0412-2016.pdf,ok,200,99096,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución desestimada,2017-03,R-0549-2016,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2017/03_marzo/desestimadas/R-0549-2016.pdf,pdfs/137_R-0549-2016.pdf,ok,200,1598029,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2016-07,R-0186-2016,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2016/07_julio/estimadas/R-0186-2016.pdf,pdfs/138_R-0186-2016.pdf,ok,200,215258,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2016-06,R-0102-2016,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2016/06_junio/estimadas/R-0102-2016.pdf,pdfs/139_R-0102-2016.pdf,ok,200,90851,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,autonomico,,Resolución autonómica,2017-02,RT/0249/2016,,na,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resoluciones_ccaa_eell/CCAA_2017/02/RT_0249_2016.pdf,pdfs/140_RT_0249_2016.pdf,ok,200,514882,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución desestimada,2016-09,R-0267-2016,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2016/09_septiembre/desestimadas/R-0267-2016.pdf,pdfs/141_R-0267-2016.pdf,ok,200,1283248,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución estimada,2016-09,R-0295-2016,,estimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2016/09_septiembre/estimadas/R-0295-2016.pdf,pdfs/142_R-0295-2016.pdf,ok,200,124176,
CTBG - Consejo de Transparencia y Buen Gobierno,reclamacion_ctbg,AGE,,Resolución desestimada,2016-12,R-0413-2016,,desestimatoria,https://consejodetransparencia.es/content/dam/ctransparencia/portal-ctbg/actividad/resoluciones/resolucionesage/age_2016/12_diciembre/desestimadas/R-0413-2016.pdf,pdfs/143_R-0413-2016.pdf,ok,200,123452,
